DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
220305595,02/01/2022 12:00:00 AM,01/02/2022 12:00:00 AM,1,3,Southwest,361,2,354,THEFT OF IDENTITY,1822 0100 0930 0922 0344,37,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3900    STEVELY                      AV,,34.0163,-118.3536
221004072,01/03/2022 12:00:00 AM,01/02/2022 12:00:00 AM,1907,10,West Valley,1094,1,310,BURGLARY,1822 0344,46,F,O,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,18000    RANCHO                       ST,,34.1564,-118.5251
220404121,01/04/2022 12:00:00 AM,01/02/2022 12:00:00 AM,1825,4,Hollenbeck,464,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,36,F,H,602,BANK,,,IC,Invest Cont,440,,,,N  SOTO                         ST,E  CESAR E CHAVEZ               AV,34.0468,-118.2078
220504204,01/03/2022 12:00:00 AM,01/02/2022 12:00:00 AM,1220,5,Harbor,557,2,354,THEFT OF IDENTITY,922,21,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,800 W  5TH                          ST,,33.7397,-118.2946
221104556,01/16/2022 12:00:00 AM,01/02/2022 12:00:00 AM,1353,11,Northeast,1148,2,354,THEFT OF IDENTITY,0922 1822,40,F,H,602,BANK,,,IC,Invest Cont,354,,,,4400 N  FIGUEROA                     ST,,34.0954,-118.2078
231104074,01/03/2023 12:00:00 AM,01/02/2023 12:00:00 AM,5,11,Northeast,1107,2,354,THEFT OF IDENTITY,0929 1822,28,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6100    SPRINGVALE                   DR,,34.1234,-118.1868
231404686,01/04/2023 12:00:00 AM,01/02/2023 12:00:00 AM,2200,14,Pacific,1444,1,330,BURGLARY FROM VEHICLE,0344 1300,28,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,13600    MARINA POINTE                DR,,33.9849,-118.4445
231804102,01/02/2023 12:00:00 AM,01/02/2023 12:00:00 AM,619,18,Southeast,1804,2,354,THEFT OF IDENTITY,1822 0100 0930,43,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,600 E  87TH                         ST,,33.9593,-118.2651
230205441,01/19/2023 12:00:00 AM,01/02/2023 12:00:00 AM,320,2,Rampart,245,2,354,THEFT OF IDENTITY,1822 0100,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,300 S  ALVARADO                     ST,,34.061,-118.2775
230504124,01/02/2023 12:00:00 AM,01/02/2023 12:00:00 AM,840,5,Harbor,503,2,354,THEFT OF IDENTITY,,48,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1000    HARBOR HEIGHTS               DR,,33.7932,-118.293
231304124,01/02/2023 12:00:00 AM,01/02/2023 12:00:00 AM,1643,13,Newton,1333,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0561 0913 1242,49,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,400 E  31ST                         ST,,34.0196,-118.2679
230704354,01/06/2023 12:00:00 AM,01/02/2023 12:00:00 AM,1720,7,Wilshire,774,2,354,THEFT OF IDENTITY,0922 0930,32,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1700 S  LA BREA                      AV,,34.0442,-118.346
232104096,01/03/2023 12:00:00 AM,01/02/2023 12:00:00 AM,240,21,Topanga,2157,2,354,THEFT OF IDENTITY,1822,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,20500    HARTLAND                     ST,,34.1946,-118.5808
230604107,01/03/2023 12:00:00 AM,01/02/2023 12:00:00 AM,2300,6,Hollywood,646,1,330,BURGLARY FROM VEHICLE,1822 1300 0344 1307 1601 1609 0329,19,F,W,101,STREET,,,IC,Invest Cont,330,,,,6600    SELMA                        AV,,34.0998,-118.3332
230304223,01/05/2023 12:00:00 AM,01/02/2023 12:00:00 AM,600,3,Southwest,362,2,354,THEFT OF IDENTITY,0100 1822 0930,48,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,4600    OBAMA                        BL,,34.0215,-118.346
231804193,01/03/2023 12:00:00 AM,01/02/2023 12:00:00 AM,800,18,Southeast,1844,2,354,THEFT OF IDENTITY,0930 0922 1822,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,700 E  110TH                        ST,,33.9357,-118.263
231505304,02/02/2023 12:00:00 AM,01/02/2023 12:00:00 AM,608,15,N Hollywood,1513,2,354,THEFT OF IDENTITY,1501 1822,22,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6900    WHITSETT                     AV,,34.196,-118.4053
231905378,02/03/2023 12:00:00 AM,01/02/2023 12:00:00 AM,600,19,Mission,1985,2,354,THEFT OF IDENTITY,1822 0930,31,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,8700    TOBIAS                       AV,,34.228,-118.4517
230704253,01/06/2023 12:00:00 AM,01/02/2023 12:00:00 AM,1249,7,Wilshire,759,2,354,THEFT OF IDENTITY,0922 0100 1822,22,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1200 S  BRONSON                      AV,,34.0501,-118.3241
210604077,01/04/2021 12:00:00 AM,01/03/2021 12:00:00 AM,2330,6,Hollywood,636,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822,42,X,X,710,OTHER PREMISE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,YUCCA                        ST,HIGHLAND                     AV,34.1032,-118.3387
211304121,01/04/2021 12:00:00 AM,01/03/2021 12:00:00 AM,2100,13,Newton,1377,1,330,BURGLARY FROM VEHICLE,1307 1609 0329 0344 1822,57,M,B,102,SIDEWALK,,,IC,Invest Cont,330,,,,5700    FORTUNA                      ST,,33.9912,-118.2456
211204255,01/04/2021 12:00:00 AM,01/03/2021 12:00:00 AM,1,12,77th Street,1203,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1814 0421,31,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AA,Adult Arrest,930,,,,1500 W  VERNON                       AV,,34.0037,-118.308
220605160,01/26/2022 12:00:00 AM,01/03/2022 12:00:00 AM,1852,6,Hollywood,656,2,354,THEFT OF IDENTITY,0377 1822 1501 0344,27,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1000    VINE                         ST,,34.0889,-118.3266
220105043,01/18/2022 12:00:00 AM,01/03/2022 12:00:00 AM,1200,1,Central,161,2,354,THEFT OF IDENTITY,0100 1822,56,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1000 W  7TH                          ST,,34.0499,-118.2615
220308582,04/04/2022 12:00:00 AM,01/03/2022 12:00:00 AM,1202,3,Southwest,361,2,354,THEFT OF IDENTITY,0100 1822 0922,38,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,4000    NICOLET                      AV,,34.0171,-118.3531
220405003,02/02/2022 12:00:00 AM,01/03/2022 12:00:00 AM,20,4,Hollenbeck,459,2,354,THEFT OF IDENTITY,100,31,F,H,101,STREET,,,IC,Invest Cont,354,,,,3100    WABASH                       AV,,34.0489,-118.1944
220604124,01/03/2022 12:00:00 AM,01/03/2022 12:00:00 AM,1600,6,Hollywood,646,1,330,BURGLARY FROM VEHICLE,1822 1300 1307 1601 1609 0329 0344,42,M,H,101,STREET,,,IC,Invest Cont,330,,,,6700    HAWTHORN                     AV,,34.1005,-118.337
221204664,01/10/2022 12:00:00 AM,01/03/2022 12:00:00 AM,1355,12,77th Street,1249,2,354,THEFT OF IDENTITY,930,75,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6300 S  FIGUEROA                     ST,,33.9824,-118.2827
221704277,01/10/2022 12:00:00 AM,01/03/2022 12:00:00 AM,1600,17,Devonshire,1787,1,310,BURGLARY,0397 1602 0329 1609 0344,53,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,9000    BALCOM                       AV,,34.2335,-118.5212
231904130,01/03/2023 12:00:00 AM,01/03/2023 12:00:00 AM,900,19,Mission,1906,2,354,THEFT OF IDENTITY,1822,33,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,13200    SAYRE                        ST,,34.3235,-118.426
231005300,02/03/2023 12:00:00 AM,01/03/2023 12:00:00 AM,555,10,West Valley,1029,2,354,THEFT OF IDENTITY,1822 0922,33,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,15800    VANOWEN                      ST,,34.1976,-118.4799
230805046,01/25/2023 12:00:00 AM,01/03/2023 12:00:00 AM,1600,8,West LA,801,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0913 1803,95,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,17100    PALISADES CIR,,34.0743,-118.5625
231804252,01/03/2023 12:00:00 AM,01/03/2023 12:00:00 AM,1500,18,Southeast,1842,2,354,THEFT OF IDENTITY,0100 1822 0922,29,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,200 E  109TH                        PL,,33.9365,-118.2713
231804275,01/04/2023 12:00:00 AM,01/03/2023 12:00:00 AM,722,18,Southeast,1842,2,354,THEFT OF IDENTITY,0100 1822,38,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,200 E  109TH                        PL,,33.9365,-118.2713
230704115,01/03/2023 12:00:00 AM,01/03/2023 12:00:00 AM,554,7,Wilshire,783,2,354,THEFT OF IDENTITY,922,28,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2200 S  BURNSIDE                     AV,,34.0376,-118.3585
230204450,01/05/2023 12:00:00 AM,01/03/2023 12:00:00 AM,1720,2,Rampart,249,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 1822 0352 0344,27,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1100    WILSHIRE                     BL,,34.0523,-118.2633
230604205,01/06/2023 12:00:00 AM,01/03/2023 12:00:00 AM,1200,6,Hollywood,626,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1202 1906 1814,61,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,956,,,,2600    CRESTON                      DR,,34.1129,-118.328
231204370,01/03/2023 12:00:00 AM,01/03/2023 12:00:00 AM,100,12,77th Street,1258,2,354,THEFT OF IDENTITY,0100 0922 1822,25,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7500 S  MAIN                         ST,,33.9721,-118.2739
231304277,01/04/2023 12:00:00 AM,01/03/2023 12:00:00 AM,752,13,Newton,1377,2,354,THEFT OF IDENTITY,100,46,F,L,750,CYBERSPACE,,,IC,Invest Cont,354,,,,5400    FORTUNA                      ST,,33.9939,-118.2456
230904421,01/12/2023 12:00:00 AM,01/03/2023 12:00:00 AM,1820,9,Van Nuys,964,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,30,F,A,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,14400    ADDISON                      ST,,34.1612,-118.4464
231004091,01/03/2023 12:00:00 AM,01/03/2023 12:00:00 AM,530,10,West Valley,1005,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 0913 1814 0400 1309,32,M,H,501,SINGLE FAMILY DWELLING,212,BOTTLE,IC,Invest Cont,236,,,,17800    BALTAR                       ST,,34.2168,-118.5214
231604125,01/04/2023 12:00:00 AM,01/03/2023 12:00:00 AM,745,16,Foothill,1611,2,354,THEFT OF IDENTITY,0377 0930,31,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,13400    BROWNELL                     ST,,34.2839,-118.4247
230804125,01/04/2023 12:00:00 AM,01/03/2023 12:00:00 AM,30,8,West LA,841,1,330,BURGLARY FROM VEHICLE,0344 1822 0358 0321 1612,32,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1300    CENTINELA                    AV,,34.04,-118.4693
232105257,02/04/2023 12:00:00 AM,01/03/2023 12:00:00 AM,1405,21,Topanga,2137,2,354,THEFT OF IDENTITY,1822 0935,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,7300    INDEPENDENCE                 AV,,34.2029,-118.5906
200204170,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1720,2,Rampart,203,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2002 2000 1813 1206 0416 1601,32,M,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,MADISON,MARATHON,34.0846,-118.2892
200304210,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1000,3,Southwest,308,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1815 0416 0447 1813 1243 1251,23,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626,,,,2100    OAK                          ST,,34.0347,-118.2792
201500519,01/06/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1230,15,N Hollywood,1529,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0445 0400 0416 0334 0913 1810 0444 0421,23,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,KITCHEN KNIFE,AO,Adult Other,230,998,,,6000    CAHUENGA                     BL,,34.1794,-118.3615
201404305,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2200,14,Pacific,1449,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0344,38,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,4000    EAST                         BL,,34.0038,-118.4224
211405360,01/23/2021 12:00:00 AM,01/04/2021 12:00:00 AM,1200,14,Pacific,1449,2,354,THEFT OF IDENTITY,377,29,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,VENICE                       BL,BARRY                        AV,34.0051,-118.4222
210705265,01/11/2021 12:00:00 AM,01/04/2021 12:00:00 AM,700,7,Wilshire,722,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,59,M,W,730,SYNAGOGUE/TEMPLE,,,IC,Invest Cont,341,,,,8400 W  4TH                          ST,,34.0713,-118.3735
210704844,01/22/2021 12:00:00 AM,01/04/2021 12:00:00 AM,2300,7,Wilshire,721,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,37,F,W,145,MAIL BOX,,,IC,Invest Cont,341,,,,300 S  WILLAMAN                     DR,,34.0728,-118.3806
210104927,01/22/2021 12:00:00 AM,01/04/2021 12:00:00 AM,950,1,Central,123,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 1822 0917 0344,42,F,B,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,100 S  SPRING                       ST,,34.0541,-118.2451
211904393,01/05/2021 12:00:00 AM,01/04/2021 12:00:00 AM,1730,19,Mission,1904,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0416 0913,35,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,14200    FOOTHILL                     BL,,34.3238,-118.4387
220304138,01/04/2022 12:00:00 AM,01/04/2022 12:00:00 AM,720,3,Southwest,392,1,210,ROBBERY,0355 0312 0344 1822 0334 0432,23,M,H,104,DRIVEWAY,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,VERNON                       AV,11TH                         AV,34.0037,-118.3294
220604220,01/05/2022 12:00:00 AM,01/04/2022 12:00:00 AM,2235,6,Hollywood,646,1,330,BURGLARY FROM VEHICLE,1300 1822 0344 0329 1609,25,M,H,102,SIDEWALK,,,IC,Invest Cont,330,,,,SELMA,SCHRADER,34.0998,-118.3325
220504126,01/04/2022 12:00:00 AM,01/04/2022 12:00:00 AM,1420,5,Harbor,528,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0444 0913,49,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,1500 E  L                            ST,,33.7872,-118.2451
221704413,01/05/2022 12:00:00 AM,01/04/2022 12:00:00 AM,1930,17,Devonshire,1793,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,62,F,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,8800    TAMPA                        AV,,34.2299,-118.5535
230604399,01/06/2023 12:00:00 AM,01/04/2023 12:00:00 AM,1257,6,Hollywood,631,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0394,32,F,W,101,STREET,,,IC,Invest Cont,341,,,,1500    SUNSET PLAZA                 DR,,34.0986,-118.388
231604166,01/06/2023 12:00:00 AM,01/04/2023 12:00:00 AM,1703,16,Foothill,1695,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,45,F,O,510,NURSING/CONVALESCENT/RETIREMENT HOME,,,IC,Invest Cont,341,,,,10800    SATICOY                      ST,,34.2108,-118.3719
231004162,01/04/2023 12:00:00 AM,01/04/2023 12:00:00 AM,1030,10,West Valley,1039,2,624,BATTERY - SIMPLE ASSAULT,0913 0361 0603 0416,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,6600    WOODLEY                      AV,,34.1903,-118.4836
231804387,01/06/2023 12:00:00 AM,01/04/2023 12:00:00 AM,1208,18,Southeast,1823,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,46,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,200 E  CENTURY                      BL,,33.9456,-118.2717
230904253,01/07/2023 12:00:00 AM,01/04/2023 12:00:00 AM,830,9,Van Nuys,914,1,330,BURGLARY FROM VEHICLE,0344 1300 0358,28,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,6800    NOBLE                        AV,,34.1939,-118.4618
231504150,01/04/2023 12:00:00 AM,01/04/2023 12:00:00 AM,825,15,N Hollywood,1588,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,60,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,3400    TROY                         DR,,34.1342,-118.3454
230304173,01/04/2023 12:00:00 AM,01/04/2023 12:00:00 AM,1110,3,Southwest,375,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 2000 1814 1300,26,M,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745,,,,1600 W  38TH                         ST,,34.0174,-118.3089
231304235,01/04/2023 12:00:00 AM,01/04/2023 12:00:00 AM,2220,13,Newton,1391,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1813 0446 2000 0416,56,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,300 W  64TH                         ST,,33.9814,-118.2783
230704323,01/08/2023 12:00:00 AM,01/04/2023 12:00:00 AM,800,7,Wilshire,711,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 1218 2004,42,F,W,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,300 N  KILKEA                       DR,,34.0761,-118.3669
231504216,01/06/2023 12:00:00 AM,01/04/2023 12:00:00 AM,635,15,N Hollywood,1504,2,354,THEFT OF IDENTITY,0922 1822,58,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11800    SHERMAN                      WY,,34.2012,-118.3901
232004569,01/04/2023 12:00:00 AM,01/04/2023 12:00:00 AM,1752,20,Olympic,2004,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822 1906,37,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,500 N  HOBART                       BL,,34.0799,-118.3058
232000513,01/04/2023 12:00:00 AM,01/04/2023 12:00:00 AM,2030,20,Olympic,2076,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0372 0334 0445 1822 1402 1218,31,M,H,124,BUS STOP,207,OTHER KNIFE,AA,Adult Arrest,230,761,998,,1300 S  VERMONT                      AV,,34.0436,-118.296
230104319,01/05/2023 12:00:00 AM,01/04/2023 12:00:00 AM,1630,1,Central,139,1,330,BURGLARY FROM VEHICLE,0329 0344 1300 1307 1609 1822,23,F,K,101,STREET,,,IC,Invest Cont,330,,,,3RD,ROSE,34.0457,-118.2371
230204206,01/05/2023 12:00:00 AM,01/04/2023 12:00:00 AM,1810,2,Rampart,236,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0602 0554 0913,24,M,H,501,SINGLE FAMILY DWELLING,207,OTHER KNIFE,AA,Adult Arrest,230,,,,1700    MIRAMAR                      ST,,34.0616,-118.2675
231004186,01/04/2023 12:00:00 AM,01/04/2023 12:00:00 AM,920,10,West Valley,1018,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300 1822 1202,60,F,H,108,PARKING LOT,,,IC,Invest Cont,331,,,,15800    STRATHERN                    ST,,34.2157,-118.4771
230804636,01/04/2023 12:00:00 AM,01/04/2023 12:00:00 AM,315,8,West LA,859,1,330,BURGLARY FROM VEHICLE,0385 1822 0344 0346,33,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,1600 S  SHENANDOAH                   ST,,34.0502,-118.3822
230604164,01/04/2023 12:00:00 AM,01/04/2023 12:00:00 AM,1630,6,Hollywood,639,2,888,TRESPASSING,1822,65,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888,,,,1700 N  SERRANO                      AV,,34.1017,-118.3072
230304205,01/04/2023 12:00:00 AM,01/04/2023 12:00:00 AM,2230,3,Southwest,331,2,901,VIOLATION OF RESTRAINING ORDER,1309 2000 0913 0340 1814 2038 0329 1307 1312 0202,29,F,B,108,PARKING LOT,,,IC,Invest Cont,901,,,,3000 S  LA BREA                      AV,,34.0272,-118.3537
200304299,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1530,3,Southwest,394,2,624,BATTERY - SIMPLE ASSAULT,0416 0417 0561 0444 2034,50,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2600 W  43RD                         PL,,34.0045,-118.3214
200604149,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1100,6,Hollywood,615,1,330,BURGLARY FROM VEHICLE,0358 0344 1300 1609,22,M,W,101,STREET,,,IC,Invest Cont,330,,,,LAKE HOLLYWOOD               DR,WONDER VIEW                  DR,34.1323,-118.3394
200604237,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1730,6,Hollywood,643,1,310,BURGLARY,1601 1605 0344,32,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1600 N  POINSETTIA                   PL,,34.0998,-118.3479
210904217,01/07/2021 12:00:00 AM,01/05/2021 12:00:00 AM,1015,9,Van Nuys,919,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344,21,M,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,6900    WOODMAN                      AV,,34.1958,-118.4313
211605508,02/22/2021 12:00:00 AM,01/05/2021 12:00:00 AM,2000,16,Foothill,1684,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1236,51,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,11700    SATICOY                      ST,,34.2166,-118.3919
210105736,02/09/2021 12:00:00 AM,01/05/2021 12:00:00 AM,2000,1,Central,185,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0386 1822 1605 1300 0321 0344,24,F,H,101,STREET,,,IC,Invest Cont,331,,,,12TH,HILL,34.0387,-118.2612
211604311,01/11/2021 12:00:00 AM,01/05/2021 12:00:00 AM,1920,16,Foothill,1678,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,31,F,O,104,DRIVEWAY,,,IC,Invest Cont,420,,,,10300    PENROSE                      ST,,34.2322,-118.3557
220304201,01/05/2022 12:00:00 AM,01/05/2022 12:00:00 AM,1330,3,Southwest,398,1,761,BRANDISH WEAPON,0913 0602 0555 0329 0447 0334 1266,22,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,KITCHEN KNIFE,AO,Adult Other,745,761,,,4000 S  HOOVER                       ST,,34.0111,-118.2872
231506475,03/01/2023 12:00:00 AM,01/05/2022 12:00:00 AM,1,15,N Hollywood,1566,2,354,THEFT OF IDENTITY,0377 1822 0930,41,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10800    WHIPPLE                      ST,,34.1481,-118.3645
221704353,01/08/2022 12:00:00 AM,01/05/2022 12:00:00 AM,2300,17,Devonshire,1794,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,35,M,X,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,745,,,,18700    PARTHENIA                    ST,,34.2282,-118.5405
222104301,01/10/2022 12:00:00 AM,01/05/2022 12:00:00 AM,1000,21,Topanga,2147,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,94,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,20700    SCHOOLCRAFT                  ST,,34.1968,-118.5847
221604204,01/05/2022 12:00:00 AM,01/05/2022 12:00:00 AM,430,16,Foothill,1641,2,888,TRESPASSING,1501,69,M,H,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,888,,,,10100    RINCON                       AV,,34.2535,-118.4249
